source_id,school_name,department,title,target_year,source_type,official_page_url,direct_file_url,file_format,pdf_viewer_page,printed_page,heading,summary,publication_date,last_checked,link_status,notes
school-02-main,北山,全学科・コース,令和8年度 北山高等学校 学校募集要項,令和8年度,学校募集要項,https://www.hokuzan-h.open.ed.jp/post-18.html,https://www.hokuzan-h.open.ed.jp/289424ba85b06fa7b7f7d11a29eb57db43e8c1d3.pdf,PDF,18-20,,選抜方法・口頭試問・実績ランク表,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-02-page,北山,全学科・コース,令和8年度 北山高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.hokuzan-h.open.ed.jp/post-18.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-03-criteria_image,本部,全学科・コース,令和8年度 本部高等学校 特色選抜基準・詳細,令和8年度,特色選抜基準・詳細,https://www.motobu-h.open.ed.jp/post.html,https://www.motobu-h.open.ed.jp/R8tokusyokusyousaimotobu.png,PNG,,,特色選抜基準・詳細,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_image,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-03-main_image,本部,全学科・コース,令和8年度 本部高等学校 学校募集要項,令和8年度,学校募集要項,https://www.motobu-h.open.ed.jp/post.html,https://www.motobu-h.open.ed.jp/R8bosyuuyoukoumotobu.png,PNG,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_image,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-03-page,本部,全学科・コース,令和8年度 本部高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.motobu-h.open.ed.jp/post.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-03-rank_image,本部,全学科・コース,令和8年度 本部高等学校 実績ランク表,令和8年度,実績ランク表,https://www.motobu-h.open.ed.jp/post.html,https://www.motobu-h.open.ed.jp/R8tokusyokurankhyoumotobu.png,PNG,,,実績ランク表,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_image,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-04-main,名護,全学科・コース,令和8年度 名護高等学校 学校募集要項,令和8年度,学校募集要項,https://www.nago-h.open.ed.jp/nyusi8.html,https://www.nago-h.open.ed.jp/a58656ce9e702f858f6cbb06c561abdc86524074.pdf,PDF,3-4,,実績証明・実績ランク表,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-04-page,名護,全学科・コース,令和8年度 名護高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.nago-h.open.ed.jp/nyusi8.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-05-main,宜野座,全学科・コース,令和8年度 宜野座高等学校 学校募集要項,令和8年度,学校募集要項,https://www.ginoza-h.open.ed.jp/nyushi.html,https://www.ginoza-h.open.ed.jp/2025/R8ginoza_admission_%20requirements.pdf,PDF,特色選抜詳細部分,,配点・面接・プレゼンテーション,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-05-page,宜野座,全学科・コース,令和8年度 宜野座高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.ginoza-h.open.ed.jp/nyushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-06-main,石川,全学科・コース,令和8年度 石川高等学校 学校募集要項,令和8年度,学校募集要項,https://www.ishikawa-h.open.ed.jp/nyuusiR8.html,https://www.ishikawa-h.open.ed.jp/bosyuuyoukou_r8.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-06-page,石川,全学科・コース,令和8年度 石川高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.ishikawa-h.open.ed.jp/nyuusiR8.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-07-main,前原,全学科・コース,令和8年度 前原高等学校 学校募集要項,令和8年度,学校募集要項,https://www.maehara-h.open.ed.jp/folder/post-78.html,https://www.maehara-h.open.ed.jp/39d76e2d12f18132e5bd049bbbb286c316f5ead2.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-07-page,前原,全学科・コース,令和8年度 前原高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.maehara-h.open.ed.jp/folder/post-78.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-08-main,与勝,全学科・コース,令和8年度 与勝高等学校 学校募集要項,令和8年度,学校募集要項,https://www.yokatsu-h.open.ed.jp/post-9.html,https://www.yokatsu-h.open.ed.jp/d432a581784ca88df4872ce6778ea67a2d97d881.pdf,PDF,特色選抜詳細部分,,出願要件・調査書配点・面接,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-08-page,与勝,全学科・コース,令和8年度 与勝高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.yokatsu-h.open.ed.jp/post-9.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-09-main,読谷,全学科・コース,令和8年度 読谷高等学校 学校募集要項,令和8年度,学校募集要項,https://www.yomitan-h.open.ed.jp/post-2.html,https://www.yomitan-h.open.ed.jp/11ef26436343295858aa645d904f76aa17dbbce2.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-09-page,読谷,全学科・コース,令和8年度 読谷高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.yomitan-h.open.ed.jp/post-2.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-10-criteria-detail,嘉手納,全学科・コース,令和8年度 嘉手納高等学校 入学者募集要項（特色選抜詳細）,令和8年度,学校公式特色選抜資料,https://www.kadena-h.open.ed.jp/entrance-exams.html,https://www.kadena-h.open.ed.jp/ea1500e57a4ce0d488487c8edddd5813927122cd.pdf,PDF,,,出願書類・面接・キャリアアップコースの確認,出願書類・面接・キャリアアップコースの確認,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-10-main,嘉手納,全学科・コース,令和8年度 嘉手納高等学校 学校募集要項,令和8年度,学校募集要項,https://www.kadena-h.open.ed.jp/entrance-exams.html,https://www.kadena-h.open.ed.jp/ea1500e57a4ce0d488487c8edddd5813927122cd.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-10-page,嘉手納,全学科・コース,令和8年度 嘉手納高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.kadena-h.open.ed.jp/entrance-exams.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-11-main,具志川,全学科・コース,令和7年度 具志川高等学校 入学者募集要項,令和7年度,学校募集要項,https://www.gushikawa-h.open.ed.jp/entrance%20exam2025/R7_2Ent-exam.html,https://www.gushikawa-h.open.ed.jp/entrance%20exam2025/r7_bosyuuyoukou.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file_prior_year_not_used,ファイル本文は令和7年度。令和8年度レコードの根拠には使用しない。
school-11-page,具志川,全学科・コース,令和8年度 具志川高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.gushikawa-h.open.ed.jp/entrance%20exam2025/R7_2Ent-exam.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-12-criteria-detail,美里,全学科・コース,令和8年度 美里高等学校 特色選抜 求める生徒像・選抜方法,令和8年度,学校公式特色選抜資料,https://www.misato-h.open.ed.jp/nyuushi.html,https://www.misato-h.open.ed.jp/%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E7%BE%8E%E9%87%8C%E9%AB%98%E6%A0%A1%E7%89%B9%E8%89%B2%E9%81%B8%E6%8A%9C%E3%80%90%E6%B1%82%E3%82%81%E3%82%8B%E7%94%9F%E5%BE%92%E5%83%8F%E3%83%BB%E9%81%B8%E6%8A%9C%E6%96%B9%E6%B3%95%E3%80%91.pdf,PDF,,,評定・欠席要件、活動配点、個人面接・スピーチ,評定・欠席要件、活動配点、個人面接・スピーチ,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-12-main,美里,全学科・コース,令和8年度 美里高等学校 学校募集要項,令和8年度,学校募集要項,https://www.misato-h.open.ed.jp/nyuushi.html,https://www.misato-h.open.ed.jp/%E4%BB%A4%E5%92%8C8%E5%B9%B4%E5%BA%A6%E5%85%A5%E5%AD%A6%E8%80%85%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-12-page,美里,全学科・コース,令和8年度 美里高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.misato-h.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-13-main,コザ,全学科・コース,令和8年度 コザ高等学校 学校募集要項,令和8年度,学校募集要項,https://www.koza-h.open.ed.jp/zennichi/post-2.html,https://www.koza-h.open.ed.jp/zennichi/shiryou/nyuushi/2025/1R8bosyuuyoukou.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-13-page,コザ,全学科・コース,令和8年度 コザ高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.koza-h.open.ed.jp/zennichi/post-2.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-14-main,球陽,全学科・コース,令和8年度 球陽高等学校 学校募集要項,令和8年度,学校募集要項,https://www.kyuyo-h.open.ed.jp/post-24.html,https://www.kyuyo-h.open.ed.jp/ce8a14197d738d0dbb6baa2ee6365ced14c70889.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-14-page,球陽,全学科・コース,令和8年度 球陽高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.kyuyo-h.open.ed.jp/post-24.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-15-main,北谷,全学科・コース,令和8年度 北谷高等学校 学校募集要項,令和8年度,学校募集要項,https://www.chatan-h.open.ed.jp/post-2.html,https://www.chatan-h.open.ed.jp/a6eb08e913325beaf6db047ddf2f088188a73ef7.pdf,PDF,特色選抜詳細部分,,アドミッション・ポリシー・出願要件,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-15-page,北谷,全学科・コース,令和8年度 北谷高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.chatan-h.open.ed.jp/post-2.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-16-criteria-detail,北中城,全学科・コース,令和8年度 北中城高等学校 特色選抜 求める生徒像・選抜方法,令和8年度,学校公式特色選抜資料,https://www.kitanaka-h.open.ed.jp/post-13.html,https://www.kitanaka-h.open.ed.jp/19003beaebb9b16d7109d6f3215ee3ee544c1c9d.pdf,PDF,,,特色選抜500点、学力検査250点、調査書等230点、面接等20点,特色選抜500点、学力検査250点、調査書等230点、面接等20点,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-16-main,北中城,全学科・コース,令和8年度 北中城高等学校 学校募集要項,令和8年度,学校募集要項,https://www.kitanaka-h.open.ed.jp/post-13.html,https://www.kitanaka-h.open.ed.jp/2025/10/81b3fa794b98bc79cabfa075121fbe80999b9c61.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-16-page,北中城,全学科・コース,令和8年度 北中城高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.kitanaka-h.open.ed.jp/post-13.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-17-main,普天間,全学科・コース,令和8年度 普天間高等学校 学校募集要項,令和8年度,学校募集要項,https://www.futenma-h.open.ed.jp/nyushi.html,https://www.futenma-h.open.ed.jp/ebc67c59dd62db4edab52a8b04805032405f7941.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-17-page,普天間,全学科・コース,令和8年度 普天間高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.futenma-h.open.ed.jp/nyushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-18-info-detail,宜野湾,普通科・情報処理コース,令和8年度 情報処理コース特色選抜詳細,令和8年度,学校別特色選抜詳細,https://www.ginowan-h.open.ed.jp/2025/10/8-3.html,https://www.ginowan-h.open.ed.jp/729403a45a0127196c049d31b34bfde8175abb9a.pdf,PDF,1,1,特色選抜 求める生徒像・選抜方法,学力90、調査書100、面接10、通常枠合計200点。,2025-10-31,2026-07-07,confirmed,
school-18-main,宜野湾,全学科・コース,令和8年度 宜野湾高等学校 学校募集要項,令和8年度,学校募集要項,https://www.ginowan-h.open.ed.jp/nyushi.html,https://www.ginowan-h.open.ed.jp/ed58dbf838cabf3843f1424b02b2b4f9c4c4804c.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-18-normal-detail,宜野湾,普通科・普通コース,令和8年度 普通コース特色選抜詳細,令和8年度,学校別特色選抜詳細,https://www.ginowan-h.open.ed.jp/2025/10/8-3.html,https://www.ginowan-h.open.ed.jp/448a225f2e137b5ef80d2437f40cb2a412678f75.pdf,PDF,1,1,特色選抜 求める生徒像・選抜方法,学力90、調査書100、面接10、通常枠合計200点。,2025-10-31,2026-07-07,confirmed,
school-18-page,宜野湾,全学科・コース,令和8年度 宜野湾高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.ginowan-h.open.ed.jp/nyushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-18-rank-detail,宜野湾,全コース,令和8年度特色選抜 実績ランク表,令和8年度,特色選抜実績ランク表,https://www.ginowan-h.open.ed.jp/2025/10/8-3.html,https://www.ginowan-h.open.ed.jp/5b090bf1294f94293fab9237536fd331aafaaf79.pdf,PDF,1,1,特色選抜のランク表,文化、スポーツ、社会、ボランティア、資格をA=55、B=45、C=35点で評価。,2025-10-31,2026-07-07,confirmed,
school-18-sports-detail,宜野湾,普通科・スポーツ・健康コース,令和8年度 スポーツ・健康コース特色選抜詳細,令和8年度,学校別特色選抜詳細,https://www.ginowan-h.open.ed.jp/2025/10/8-3.html,https://www.ginowan-h.open.ed.jp/6aa53e1b81d2f8843a212635983e397d7e693c44.pdf,PDF,1,1,特色選抜 求める生徒像・選抜方法,学力120、調査書100、面接10、実技80、合計310点。,2025-10-31,2026-07-07,confirmed,
school-19-main,西原,全学科・コース,令和8年度 西原高等学校 学校募集要項,令和8年度,学校募集要項,https://www.nishihara-h.open.ed.jp/nyuushi.html,https://www.nishihara-h.open.ed.jp/40f271e7c1c2f7da4724be12f4a276590a780ac4.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-19-page,西原,全学科・コース,令和8年度 西原高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.nishihara-h.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-20-main,浦添,全学科・コース,令和8年度 浦添高等学校 学校募集要項,令和8年度,学校募集要項,https://www.urasoe-h.open.ed.jp/nyuushi.html,https://www.urasoe-h.open.ed.jp/4a858ddf690297f9c5538ff862388fbb98a5a5b1.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-20-page,浦添,全学科・コース,令和8年度 浦添高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.urasoe-h.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-21-main,那覇国際,全学科・コース,令和8年度 那覇国際高等学校 学校募集要項,令和8年度,学校募集要項,https://www.nahakokusai-h.open.ed.jp/nyushi.html,https://www.nahakokusai-h.open.ed.jp/R8_bosyuyoukou.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-21-page,那覇国際,全学科・コース,令和8年度 那覇国際高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.nahakokusai-h.open.ed.jp/nyushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-22-criteria-detail,陽明,全学科・コース,令和8年度 陽明高等学校 特色選抜について,令和8年度,学校公式特色選抜資料,https://www.yomei-h.open.ed.jp/nyuushi.html,https://www.yomei-h.open.ed.jp/6b85c5a486f3e91e944f48e2419d92442757924f.pdf,PDF,,,出願要件、活動実績、プレゼンテーション・新体力テスト、集団面接,出願要件、活動実績、プレゼンテーション・新体力テスト、集団面接,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-22-main,陽明,全学科・コース,令和8年度 陽明高等学校 学校募集要項,令和8年度,学校募集要項,https://www.yomei-h.open.ed.jp/nyuushi.html,https://www.yomei-h.open.ed.jp/8c3261fd6c7be2a8dbf25ee0aff13aa7aed9c7c9.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-22-page,陽明,全学科・コース,令和8年度 陽明高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.yomei-h.open.ed.jp/nyuushi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-23-criteria,首里,全学科・コース,令和8年度 首里高等学校 特色選抜基準・詳細,令和8年度,特色選抜基準・詳細,https://www.shuri-h.open.ed.jp/post-13.html,https://www.shuri-h.open.ed.jp/02_R8%20tokusyokusennbatukijyun.pdf,PDF,,,特色選抜基準・詳細,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-23-main,首里,全学科・コース,令和8年度 首里高等学校 学校募集要項,令和8年度,学校募集要項,https://www.shuri-h.open.ed.jp/post-13.html,https://www.shuri-h.open.ed.jp/01_R8shurinyugakusennbatuyoukou.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-23-page,首里,全学科・コース,令和8年度 首里高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.shuri-h.open.ed.jp/post-13.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-24-main,首里東,全学科・コース,令和8年度 首里東高等学校 学校募集要項,令和8年度,学校募集要項,https://www.shurihigashi-h.open.ed.jp/boshuyoko.html,https://www.shurihigashi-h.open.ed.jp/r8_boshuyoko.pdf,PDF,募集要項本文,,活動証明・面接・一般選抜比重,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
